externalinvoicenumber,status,dateofpurchase,dateofdelivery,itemnumber,quantity,delivered
"PO210729-21/012GS-Part 3","DELIVERED","29/07/2021 09:00:00","18/11/2021 14:24:34","BIA-S925-CHAIN-043-200-450","162","162"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-RIN-CEL-001","50","50"
"PO210423-21/004PAV","DELIVERED","23/04/2021 15:00:00","10/06/2021 12:36:19","S925-WHI-RIN-CEL-001","100","100"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-PEN-LEAF-002","50","50"
"PO210729-21/012GS-Part 3","DELIVERED","29/07/2021 09:00:00","18/11/2021 14:24:34","GS-S925-BRA-027-190","104","104"
"PO210609-21/008GS Part 1","DELIVERED","09/06/2021 15:00:00","23/07/2021 15:10:21","GS-S925-BRA-027-190","52","52"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","GS-S925-BRA-027-190","152","152"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","GS-S925-BRA-027-190","56","56"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","S925-YEL-BRA-CHA-020-200","260","260"
"PO220317-22/003GS","OPEN","18/03/2022 09:42:03","18/03/2022 09:42:03","S925-YEL-BRA-CHA-020-200","150","0"
"PO220317-22/005PAV","OPEN","18/03/2022 09:47:24","18/03/2022 09:47:24","S925-WHI-EAR-STUD-ZOD-001-PIS","50","0"
"PO210527-21/009PAV-Part 2 Zodiac","DELIVERED","27/05/2021 09:00:00","13/10/2021 12:25:27","S925-WHI-EAR-STUD-ZOD-001-PIS","200","200"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-012-100-360","254","254"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-012-100-360","102","102"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-012-100-360","150","150"
"PO210622-21/011PAV","DELIVERED","22/06/2021 10:00:00","04/08/2021 14:50:12","S925-YEL-EAR-STUD-022","50","50"
"PO211015-21/014GS","DELIVERED","10/10/2021 14:00:00","10/03/2022 15:32:19","S925-WHI-PEN-LET-001-L","56","56"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-007-040-450","102","102"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-GP-CHAIN-007-040-450","103","103"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-025-I","25","25"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","PAV-S925-EAR-BALL-001-020-2PAIR","500","500"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","PAV-S925-EAR-BALL-001-020-2PAIR","500","500"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","PAV-S925-EAR-BALL-001-020-2PAIR","1000","1000"
"PO210423-21/004PAV","DELIVERED","23/04/2021 15:00:00","10/06/2021 12:36:19","PAV-S925-EAR-BALL-001-020-2PAIR","2000","2000"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","PAV-S925-EAR-BALL-001-020-2PAIR","700","700"
"PO211015-21/016PAV","DELIVERED","15/10/2021 11:00:00","30/12/2021 11:31:23","PAV-S925-EAR-BALL-001-020-2PAIR","299","299"
"PO211111-21/018PAV","DELIVERED","11/11/2021 15:00:00","04/02/2022 09:50:34","PAV-S925-EAR-BALL-001-020-2PAIR","200","200"
"PO220331-22/006PAV","OPEN","31/03/2022 11:02:19","31/03/2022 11:02:19","PAV-S925-EAR-BALL-001-020-2PAIR","300","0"
"PO220412-22/007PAV","OPEN","12/04/2022 10:16:30","12/04/2022 10:16:30","PAV-S925-EAR-BALL-001-020-2PAIR","500","0"
"PO211111-21/011CHR","DELIVERED","11/11/2021 09:00:00","28/04/2022 15:35:26","BIA-S925-CHAIN-029-500-COL-190","275","275"
"PO210729-21/008CHR Part 3","DELIVERED","29/07/2021 09:00:00","07/12/2021 16:17:06","BIA-S925-CHAIN-029-500-COL-190","480","480"
"PO211210-21/012CHR","PARTIAL","10/12/2021 15:00:00","10/12/2021 15:00:00","BIA-S925-CHAIN-029-500-COL-190","309","309"
"PO210609-21/005CHR-Part 1","DELIVERED","09/06/2021 11:00:00","30/07/2021 13:12:23","BIA-S925-CHAIN-029-500-COL-190","323","323"
"PO211015-21/010CHR","PARTIAL","15/10/2021 11:00:00","15/10/2021 11:00:00","BIA-S925-CHAIN-029-500-COL-190","102","102"
"PO220217-22/003CHR","PARTIAL","17/02/2022 17:07:51","17/02/2022 17:07:51","BIA-S925-CHAIN-029-500-COL-190","500","496"
"PO220119-22/001CHR","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","BIA-S925-CHAIN-029-500-COL-190","761","761"
"PO220425-22/009BIA","OPEN","26/04/2022 09:43:45","26/04/2022 09:43:45","BIA-S925-HOOP-005","100","0"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-HOOP-005","250","250"
"PO220303-22/005BIA","PARTIAL","04/03/2022 11:20:00","04/03/2022 11:20:00","BIA-S925-HOOP-005","200","0"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-HOOP-005","200","104"
"PO210928-21/001ADD","DELIVERED","28/09/2021 11:00:00","23/12/2021 14:16:42","G9K-YEL-EAR-STUD-BALL-001-004","50","50"
"PO210510-21/003CS","DELIVERED","10/05/2021 08:00:00","20/09/2021 11:20:51","CS-9K-HOOP-015","100","100"
"PO210716-21/004CS","DELIVERED","16/07/2021 08:00:00","20/09/2021 11:23:23","CS-9K-HOOP-015","149","149"
"PO220119-22/001CS","DELIVERED","19/01/2022 17:00:00","07/03/2022 12:39:51","CS-9K-HOOP-015","117","117"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-STUD-042","200","200"
"PO211111-21/018PAV","DELIVERED","11/11/2021 15:00:00","04/02/2022 09:50:34","S925-WHI-EAR-STUD-PERL-002-9to10","100","100"
"PO220412-22/007PAV","OPEN","12/04/2022 10:16:30","12/04/2022 10:16:30","S925-WHI-EAR-STUD-PERL-002-9to10","50","0"
"PO220511-22/009PAV","OPEN","12/05/2022 13:36:40","12/05/2022 13:36:40","S925-WHI-EAR-STUD-PERL-002-9to10","50","0"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","S925-WHI-EAR-STUD-PERL-002-9to10","100","100"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-EAR-STUD-PERL-002-9to10","49","49"
"PO210915-21/001VIE","DELIVERED","15/09/2021 09:00:00","23/12/2021 12:40:37","G9K-YEL-NEC-CHA-007-009-360","100","100"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-022-150-450","52","52"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-022-150-450","102","102"
"PO220119-22/002BIA","DELIVERED","19/01/2022 17:00:00","31/03/2022 12:45:05","BIA-S925-CHAIN-022-150-450","102","102"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-022-150-450","152","152"
"PO220425-22/009BIA","OPEN","26/04/2022 09:43:45","26/04/2022 09:43:45","BIA-GP-CHAIN-012-100-500","100","0"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-GP-CHAIN-012-100-500","100","0"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-012-100-500","51","51"
"PO220331-22/007BIA","OPEN","31/03/2022 10:59:27","31/03/2022 10:59:27","BIA-ROSE-CHAIN-015-120-700","100","0"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-ROSE-CHAIN-015-120-700","151","151"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-HOOP-HIN-010","1400","1400"
"PO220425-22/009BIA","OPEN","26/04/2022 09:43:45","26/04/2022 09:43:45","BIA-S925-HOOP-HIN-010","300","0"
"PO220331-22/007BIA","OPEN","31/03/2022 10:59:27","31/03/2022 10:59:27","BIA-S925-HOOP-HIN-010","200","0"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-HOOP-HIN-010","500","500"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-HOOP-HIN-010","300","300"
"PO220303-22/005BIA","PARTIAL","04/03/2022 11:20:00","04/03/2022 11:20:00","BIA-S925-HOOP-HIN-010","200","200"
"PO220412-22/008BIA","OPEN","13/04/2022 13:21:41","13/04/2022 13:21:41","BIA-S925-HOOP-HIN-010","200","0"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-HOOP-HIN-010","1000","1000"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","BIA-S925-HOOP-HIN-010","750","0"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-028-045-500","100","100"
"PO220425-22/007CHR","OPEN","26/04/2022 09:45:05","26/04/2022 09:45:05","S925-WHI-NEC-CHA-028-045-500","100","0"
"PO211027-21/004FAN","DELIVERED","27/10/2021 13:00:00","11/02/2022 12:21:03","S925-WHI-NEC-PEN-017","150","150"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-016-350-550","100","100"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-016-350-550","50","50"
"PO210517-21/007GS","DELIVERED","17/05/2021 08:00:00","29/06/2021 15:35:37","GS-S925-HOOP-015","307","307"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","GS-S925-HOOP-015","1028","1028"
"PO210729-21/012GS-Part 2","DELIVERED","29/07/2021 15:00:00","04/10/2021 15:22:10","GS-S925-HOOP-015","258","258"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","GS-S925-HOOP-015","252","252"
"PO210622-21/010GS-Part 1","DELIVERED","22/06/2021 08:00:00","23/07/2021 15:13:57","GS-S925-HOOP-015","503","503"
"PO210517-21/007GS","DELIVERED","17/05/2021 08:00:00","29/06/2021 15:35:37","GS-S925-BAN-003-650","52","52"
"PO210729-21/002CAV","DELIVERED","29/07/2021 09:00:00","29/12/2021 15:21:18","G9K-YEL-PEN-CROS-003","53","53"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-035-M","20","20"
"PO210510-21/007PAV","DELIVERED","10/05/2021 12:00:00","09/07/2021 15:52:27","S925-WHI-RIN-CEL-006-Q","100","100"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","S925-WHI-RIN-CEL-006-Q","50","50"
"PO210622-21/011PAV-Part2 (Correct Size Rings)","DELIVERED","23/09/2021 12:20:01","23/09/2021 12:22:03","S925-WHI-RIN-CEL-006-Q","100","100"
"PO210716-21/003BC","DELIVERED","16/07/2021 15:00:00","12/08/2021 15:33:50","S925-BC-0396-PEN-6G","182","182"
"PO220119-22/001BC","DELIVERED","19/01/2022 17:00:00","08/03/2022 14:14:18","S925-BC-0396-PEN-6G","248","248"
"PO211015-21/005BC","DELIVERED","15/10/2021 12:00:00","11/11/2021 13:49:17","S925-BC-0396-PEN-6G","60","60"
"PO210517-21/002BC","DELIVERED","17/05/2021 15:00:00","07/06/2021 10:18:52","S925-BC-0396-PEN-6G","229","229"
"PO220217-22/002BC","DELIVERED","17/02/2022 17:00:39","29/03/2022 12:29:14","S925-BC-0396-PEN-6G","112","112"
"PO210622-21/002FAN","DELIVERED","22/06/2021 10:00:00","03/08/2021 15:10:22","S925-WHI-NEC-PEN-007","100","100"
"PO-29/01/2021","DELIVERED","04/02/2021 15:27:38","04/02/2021 15:45:40","BIA-BRP-CHAIN-059-050-500","57","57"
"PO-29/01/2021","DELIVERED","04/02/2021 15:27:38","04/02/2021 15:45:40","BIA-BRP-CHAIN-059-050-500","47","47"
"PO220119-22/001CHR","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","BIA-BRP-CHAIN-059-050-500","101","101"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-YEL-EAR-DROP-020","200","200"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","S925-WHI-EAR-STUD-011","50","50"
"PO210729-21/013PAV","DELIVERED","29/07/2021 09:00:00","27/09/2021 08:34:55","S925-WHI-EAR-STUD-011","50","50"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-WHI-EAR-STUD-011","50","50"
"PO220425-22/007CHR","OPEN","26/04/2022 09:45:05","26/04/2022 09:45:05","S925-WHI-NEC-CHA-029-036-400","50","0"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-029-036-400","100","100"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-019-110-450","100","0"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-019-110-450","102","102"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","GS-ROSE-CHAIN-EXT-001","1731","1731"
"PO210907-21/013GS","DELIVERED","21/09/2021 12:00:00","03/12/2021 15:42:06","GS-ROSE-CHAIN-EXT-001","210","210"
"PO(20/04/2021)","DELIVERED","20/04/2021 13:22:47","20/04/2021 13:38:45","GS-ROSE-CHAIN-EXT-001","318","318"
"PO210729-21/012GS-Part 3","DELIVERED","29/07/2021 09:00:00","18/11/2021 14:24:34","GS-ROSE-CHAIN-EXT-001","357","357"
"PO211210-21/017GS","DELIVERED","10/12/2021 15:00:00","10/03/2022 15:37:07","GS-ROSE-CHAIN-EXT-001","210","210"
"PO210622-21/010GS -Part 2","DELIVERED","22/06/2021 08:00:00","11/08/2021 15:59:21","GS-ROSE-CHAIN-EXT-001","308","308"
"PO220317-22/003GS","OPEN","18/03/2022 09:42:03","18/03/2022 09:42:03","GS-ROSE-CHAIN-EXT-001","500","0"
"PO210917-21/003FAN","DELIVERED","17/09/2021 13:00:00","16/12/2021 14:54:13","S925-YEL-NEC-PEN-009","100","100"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-027-028-450","104","104"
"PO210917-21/003FAN","DELIVERED","17/09/2021 13:00:00","16/12/2021 14:54:13","S925-WHI-NEC-PEN-014","50","50"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","S925-WHI-RIN-GEM-001-I","100","100"
"PO210423-21/004PAV","DELIVERED","23/04/2021 15:00:00","10/06/2021 12:36:19","S925-WHI-RIN-GEM-001-I","100","100"
"PO210506-21/006PAV","DELIVERED","06/05/2021 13:00:00","20/07/2021 09:45:03","S925-WHI-EAR-CUFF-010","200","200"
"PO220331-22/007BIA","OPEN","31/03/2022 10:59:27","31/03/2022 10:59:27","BIA-S925-HOOP-001","200","0"
"PO220303-22/005BIA","PARTIAL","04/03/2022 11:20:00","04/03/2022 11:20:00","BIA-S925-HOOP-001","100","0"
"PO220412-22/008BIA","OPEN","13/04/2022 13:21:41","13/04/2022 13:21:41","BIA-S925-HOOP-001","100","0"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-HOOP-001","1000","1000"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-HOOP-001","1000","360"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","BIA-S925-HOOP-001","100","0"
"PO220317-22/006BIA","OPEN","18/03/2022 09:38:57","18/03/2022 09:38:57","BIA-S925-CHAIN-008-060-190","50","0"
"PO220119-22/002BIA","DELIVERED","19/01/2022 17:00:00","31/03/2022 12:45:05","BIA-S925-CHAIN-008-060-190","52","52"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-025-Q","50","50"
"PO210928-21/001ADD","DELIVERED","28/09/2021 11:00:00","23/12/2021 14:16:42","G9K-YEL-EAR-HOOP-002-015","100","100"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-GP-CHAIN-007-040-700","100","100"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-GP-CHAIN-007-040-700","53","53"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-BRA-CHA-045-084-205","34","34"
"PO211027-21/004FAN","DELIVERED","27/10/2021 13:00:00","11/02/2022 12:21:03","S925-YEL-NEC-PEN-016","150","150"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-027-079-450","101","101"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-020-200-190","400","150"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-020-200-190","451","451"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-020-200-190","200","0"
"PO210506-21/006PAV","DELIVERED","06/05/2021 13:00:00","20/07/2021 09:45:03","S925-WHI-EAR-CUFF-013","200","200"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","S925-YEL-BRA-CHA-042-190","50","0"
"PO220119-22/002BIA","DELIVERED","19/01/2022 17:00:00","31/03/2022 12:45:05","S925-YEL-BRA-CHA-042-190","51","51"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","S925-YEL-BRA-CHA-042-190","50","0"
"PO210729-21/013PAV","DELIVERED","29/07/2021 09:00:00","27/09/2021 08:34:55","PAV-S925-HOOP-BALI-001-015","150","150"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","PAV-S925-HOOP-BALI-001-015","200","200"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","PAV-S925-HOOP-BALI-001-015","100","100"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","PAV-S925-HOOP-BALI-001-015","100","100"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-HOOP-002","800","800"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-HOOP-002","1000","73"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-HOOP-002","250","250"
"PO210716-21/012PAV","DELIVERED","16/07/2021 10:00:00","01/10/2021 14:51:07","S925-WHI-EAR-STUD-022","50","50"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-WHI-EAR-STUD-022","50","50"
"PO211105-21/017PAV","DELIVERED","05/11/2021 12:00:00","04/02/2022 09:51:27","S925-WHI-EAR-DROP-SWA-001-203","288","288"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-024-140-600","252","252"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-024-140-600","253","253"
"PO220425-22/009BIA","OPEN","26/04/2022 09:43:45","26/04/2022 09:43:45","BIA-S925-CHAIN-024-140-600","150","0"
"PO220119-22/001BC","DELIVERED","19/01/2022 17:00:00","08/03/2022 14:14:18","S925-BC-5940-EAR-6G","242","242"
"PO220217-22/002BC","DELIVERED","17/02/2022 17:00:39","29/03/2022 12:29:14","S925-BC-5940-EAR-6G","115","115"
"PO210729-21/002CAV","DELIVERED","29/07/2021 08:00:00","20/01/2022 11:35:37","G9K-YEL-PEN-CROS-001","165","165"
"PO210729-21/002CAV","DELIVERED","29/07/2021 09:00:00","29/12/2021 15:21:18","G9K-YEL-PEN-CROS-001","59","59"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-024-140-500","51","51"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-024-140-500","403","403"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-024-140-500","350","0"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","PAV-S925-EAR-CRAW-004","50","50"
"PO210729-21/013PAV","DELIVERED","29/07/2021 09:00:00","27/09/2021 08:34:55","PAV-S925-EAR-CRAW-004","150","150"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","PAV-S925-EAR-CRAW-004","200","200"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","PAV-S925-EAR-CRAW-004","350","350"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-035-T","20","20"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-035-X","20","20"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-015-120-900","100","0"
"PO220412-22/008BIA","OPEN","13/04/2022 13:21:41","13/04/2022 13:21:41","BIA-S925-CHAIN-015-120-900","100","0"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-015-120-900","200","0"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-015-120-900","152","152"
"PO210917-21/003FAN","DELIVERED","17/09/2021 13:00:00","16/12/2021 14:54:13","S925-WHI-BRA-CHA-050-200","100","100"
"PO210729-21/012GS-Part 1","DELIVERED","29/07/2021 11:00:00","20/09/2021 11:17:15","BIA-S925-CHAIN-052-040-500","169","169"
"PO210510-21/006GS","DELIVERED","10/05/2021 08:00:00","29/06/2021 15:34:24","BIA-S925-CHAIN-052-040-500","211","211"
"PO210716-21/012PAV","DELIVERED","16/07/2021 10:00:00","01/10/2021 14:51:07","S925-WHI-PEN-CROS-001","100","100"
"PO211111-21/018PAV","DELIVERED","11/11/2021 15:00:00","04/02/2022 09:50:34","S925-WHI-PEN-CROS-001","50","50"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","S925-WHI-PEN-CROS-001","500","500"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-PEN-CROS-001","200","200"
"PO210517-21/008PAV","DELIVERED","17/05/2021 12:00:00","12/07/2021 14:28:06","S925-WHI-PEN-CROS-001","200","200"
"PO210423-21/004PAV","DELIVERED","23/04/2021 15:00:00","10/06/2021 12:36:19","S925-WHI-PEN-CROS-001","200","200"
"PO220203-22/002CHR","DELIVERED","03/02/2022 13:00:00","02/05/2022 08:21:21","TIE-S925-BRA-026-030-200","200","200"
"PO220412-22/006CHR","OPEN","12/04/2022 10:14:56","12/04/2022 10:14:56","TIE-S925-BRA-026-030-200","200","0"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","TIE-S925-BRA-026-030-200","104","104"
"PO220119-22/001CHR","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","TIE-S925-BRA-026-030-200","202","202"
"PO220511-22/009PAV","OPEN","12/05/2022 13:36:40","12/05/2022 13:36:40","S925-WHI-RIN-GEM-001-J","50","0"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","S925-WHI-RIN-GEM-001-J","50","50"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-RIN-GEM-001-J","50","50"
"PO220511-22/004MAR","OPEN","12/05/2022 13:26:19","12/05/2022 13:26:19","S925-WHI-EAR-DROP-017","50","0"
"PO210609-21/002MAR","DELIVERED","09/06/2021 15:00:00","09/09/2021 15:02:26","S925-WHI-EAR-DROP-017","110","110"
"PO210930-21/004MAR","DELIVERED","30/09/2021 11:00:00","23/12/2021 14:41:23","S925-WHI-BRA-BAN-HAM-001-600","52","52"
"PO220317-22/003MAR","PARTIAL","18/03/2022 09:46:03","18/03/2022 09:46:03","S925-WHI-BRA-BAN-HAM-001-600","103","103"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-028-030-410","104","104"
"PO220425-22/007CHR","OPEN","26/04/2022 09:45:05","26/04/2022 09:45:05","S925-YEL-NEC-CHA-028-030-410","50","0"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-045-140-250","400","400"
"PO210423-21/004PAV","DELIVERED","23/04/2021 15:00:00","10/06/2021 12:36:19","S925-WHI-RIN-CEL-006-R","100","100"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","S925-WHI-RIN-CEL-006-R","50","50"
"PO210729-21/013PAV","DELIVERED","29/07/2021 09:00:00","27/09/2021 08:34:55","S925-WHI-RIN-CEL-006-R","50","50"
"PO220303-22/004PAV","DELIVERED","04/03/2022 11:29:11","05/05/2022 10:53:27","S925-WHI-RIN-CEL-006-R","50","50"
"PO211210-21/017GS","DELIVERED","10/12/2021 15:00:00","10/03/2022 15:37:07","BIA-S925-CHAIN-049-020-700","104","104"
"PO210729-21/012GS-Part 2","DELIVERED","29/07/2021 15:00:00","04/10/2021 15:22:10","BIA-S925-CHAIN-049-020-700","109","109"
"PO(20/04/2021)","DELIVERED","20/04/2021 13:22:47","20/04/2021 13:38:45","BIA-S925-CHAIN-049-020-700","112","112"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","BIA-S925-CHAIN-049-020-700","105","105"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","BIA-S925-CHAIN-049-020-700","205","205"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-YEL-EAR-STUD-038","200","200"
